Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,K_VRH
29.0,73.25,70.9988024,370.875,13.5,3.25,96.5,3.26,2.0,3.75,0.25,0.0,6.0,0.0,0.75,2.25,0.0,3.0,18.40875,1.4775,0.0,67.5,120.0
25.5,91.75,57.02975000000001,354.645,16.5,3.5,111.25,2.8825000000000003,2.0,4.5,2.5,0.0,9.0,0.0,1.5,0.0,0.0,1.5,26.263125,1.8697499999999998,0.0,89.5,2.0
21.333333333333332,85.66666666666667,45.428666666666665,345.2933333333333,15.333333333333334,3.3333333333333335,108.66666666666667,2.6566666666666667,2.0,3.3333333333333335,3.3333333333333335,0.0,8.666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,20.985,1.662,0.0,107.33333333333333,7.0
35.0,80.375,84.54209375,388.575,14.25,3.625,107.0,2.77125,2.0,3.375,2.5,4.625,12.5,0.0,1.875,0.0,0.625,2.5,19.8192708333375,0.311625,0.0,41.25,78.0
39.333333333333336,86.66666666666667,90.73966666666666,375.27333333333337,15.333333333333334,4.333333333333333,128.0,2.5366666666666666,2.0,3.3333333333333335,10.0,0.0,15.333333333333334,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,26.151666666666667,0.9713333333333334,0.0,107.33333333333333,10.0
8.666666666666666,83.83333333333333,17.512463666666665,361.26,13.666666666666666,2.1666666666666665,77.5,2.985,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,11.682812499999999,0.367,0.0,52.0,36.0
4.571428571428571,87.0,8.833288571428572,364.91857142857145,9.142857142857142,1.5714285714285714,53.57142857142857,2.7085714285714286,1.5714285714285714,1.8571428571428572,0.0,0.0,3.4285714285714284,0.42857142857142855,1.5714285714285714,0.0,0.0,2.0,7.761785714285714,3.583285714285714,0.0,112.0,13.0
10.0,78.75862068965517,20.40608599586207,398.9875862068966,14.344827586206897,2.413793103448276,90.3103448275862,2.6593103448275865,1.9655172413793103,2.7241379310344827,0.0,0.0,4.689655172413793,0.034482758620689655,3.0689655172413794,0.0,0.0,3.103448275862069,12.59683908045862,0.0,0.0,100.27586206896552,153.0
26.8,69.0,63.5126123,368.418,12.2,3.4,112.8,2.871,1.8,3.1,1.3,1.4,7.6,0.2,1.1,0.7,0.0,2.0,32.9695,1.182,0.0,97.1,79.0
15.272727272727273,63.81818181818182,34.58619365818182,363.01,11.454545454545455,2.6363636363636362,97.45454545454545,2.9045454545454543,1.7272727272727273,3.1818181818181817,0.18181818181818182,1.2727272727272727,6.363636363636363,0.2727272727272727,0.6363636363636364,0.7272727272727273,0.0,1.6363636363636365,16.171136363627273,1.2536363636363637,0.0,89.63636363636364,40.0
17.428571428571427,68.0,38.234194571428574,339.29999999999995,12.571428571428571,2.9523809523809526,105.14285714285714,2.645714285714286,2.0,2.9523809523809526,0.47619047619047616,0.0,5.428571428571429,0.0,1.619047619047619,0.0,0.0,1.619047619047619,22.742891156457144,0.3015238095238095,0.0,63.76190476190476,63.0
33.2,86.8,79.28236000000001,357.11799999999994,15.6,3.6,103.8,2.884,2.0,3.6,4.0,2.8,12.4,0.0,2.4,0.0,0.0,2.4,20.4755,0.4986,0.0,95.8,86.0
12.0,22.25,24.985767459999998,357.4775,4.5,3.0,151.25,1.245,1.25,0.75,0.0,0.0,2.0,0.75,0.75,0.0,0.0,1.5,27.575059523775,0.40625,0.0,172.25,26.0
22.0,75.0,50.4988024,383.375,13.5,3.0,92.5,3.2737499999999997,2.0,3.75,0.0,1.25,7.0,0.0,0.75,0.0,2.25,3.0,15.74125,1.4775,0.0,59.75,145.0
23.5,81.0,50.894,345.635,14.5,3.5,113.5,2.1950000000000003,2.0,2.5,5.0,0.0,9.5,0.0,3.5,0.0,0.0,3.5,22.3221875,1.101,0.0,67.0,17.0
18.88888888888889,69.66666666666667,43.030113244444436,337.2733333333333,12.666666666666666,2.888888888888889,98.22222222222223,3.0888888888888886,1.6666666666666667,3.3333333333333335,1.0,1.5555555555555556,7.555555555555555,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,1.1111111111111112,24.38648148148889,1.3133333333333335,0.0,85.88888888888889,26.0
10.285714285714286,62.0,22.347328365714286,375.11857142857144,2.2857142857142856,2.142857142857143,85.0,1.837142857142857,0.8571428571428571,0.0,1.4285714285714286,0.0,2.2857142857142856,0.8571428571428571,0.0,0.0,0.0,0.8571428571428571,14.1938095238,4.4874285714285715,0.0,208.42857142857142,23.0
3.0,1.0,6.941,453.69,1.0,2.0,128.0,0.98,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.5933333333,0.0,0.0,229.0,12.0
62.666666666666664,91.0,153.66964666666667,458.1033333333333,16.0,5.333333333333333,141.33333333333334,2.5500000000000003,2.0,4.0,10.0,4.666666666666667,20.666666666666668,0.0,2.0,0.0,0.0,2.0,38.04666666666667,0.7080000000000001,0.0,117.66666666666667,4.0
6.0,31.75,12.962941666666666,467.5858333333333,6.0,2.1666666666666665,111.08333333333333,1.7208333333333332,1.4166666666666667,1.0,0.25,0.0,2.6666666666666665,0.5833333333333334,1.0,0.5833333333333334,0.0,2.1666666666666665,15.686527777758334,2.1456666666666666,0.0,217.33333333333334,83.0
33.25,50.5,78.81606297500001,439.04749999999996,9.0,4.0,143.5,2.21,1.75,2.0,0.0,1.5,5.25,0.25,1.0,0.0,2.0,3.25,41.80125,0.0,0.0,104.75,69.0
18.714285714285715,88.28571428571429,43.74391702857143,437.14285714285717,15.857142857142858,2.5714285714285716,69.0,3.7257142857142855,2.0,4.285714285714286,1.0,2.0,9.285714285714286,0.0,0.8571428571428571,0.42857142857142855,0.0,1.2857142857142858,10.350714285714286,1.6885714285714286,0.0,45.0,4.0
14.625,77.125,31.769839899999997,408.06624999999997,13.875,2.625,86.375,3.3625,1.75,3.75,0.875,0.0,6.375,0.25,0.75,0.375,0.0,1.375,18.1077083333375,1.4775,0.0,64.125,4.0
17.125,78.125,38.0644899,451.0,14.125,2.75,84.875,3.38875,1.875,3.75,1.0,0.0,6.625,0.125,0.75,0.25,0.0,1.125,15.764375000000001,1.4775,0.0,67.5,38.0
6.0,40.0,12.6363231,403.44,7.666666666666667,2.1666666666666665,107.83333333333333,1.7716666666666665,1.5,1.1666666666666667,0.0,0.0,2.6666666666666665,0.5,1.8333333333333333,0.0,0.0,2.3333333333333335,15.966249999983333,2.1456666666666666,0.0,216.66666666666666,104.0
2.0,73.5,3.6306266666666667,476.28833333333336,3.0,1.3333333333333333,56.0,1.97,1.1666666666666667,0.16666666666666666,0.0,0.0,1.3333333333333333,0.8333333333333334,0.8333333333333334,0.0,0.0,1.6666666666666667,8.370972222216666,5.489333333333334,0.0,195.16666666666666,16.0
16.0,84.33333333333333,34.8796,440.3333333333333,15.333333333333334,2.6666666666666665,84.0,2.9633333333333334,2.0,3.3333333333333335,3.3333333333333335,0.0,8.666666666666666,0.0,2.6666666666666665,0.0,0.0,2.6666666666666665,13.738333333333335,0.12766666666666668,0.0,83.0,38.0
33.0,61.0,78.60829225,439.84749999999997,11.0,3.75,122.0,2.56,1.5,2.0,2.5,3.5,9.5,0.5,1.0,0.0,0.0,1.5,31.408125,0.0,0.0,119.5,28.0
14.25,76.125,30.6615524,445.5,13.5,2.625,86.625,3.27625,2.0,3.75,0.25,0.0,6.0,0.0,0.75,1.0,0.0,1.75,14.901250000000001,1.4775,0.0,63.625,57.0
21.333333333333332,69.0,50.79196000000001,457.67333333333335,1.6666666666666667,2.6666666666666665,86.66666666666667,1.8566666666666667,1.3333333333333333,0.0,0.0,2.0,3.3333333333333335,0.6666666666666666,0.0,0.0,2.6666666666666665,3.3333333333333335,15.486666666666665,5.235333333333333,0.0,184.66666666666666,73.0
24.0,68.44444444444444,52.76417777777778,420.28,12.0,3.6666666666666665,136.33333333333334,2.4366666666666665,1.7777777777777777,3.3333333333333335,0.2222222222222222,0.0,5.333333333333333,0.2222222222222222,0.6666666666666666,0.8888888888888888,0.0,1.7777777777777777,39.06944444444444,1.662,0.0,115.11111111111111,9.0
59.2,74.8,144.16377238,412.55,13.2,5.4,161.4,2.22,1.8,3.4,8.0,2.8,16.0,0.2,1.4,0.0,0.0,1.6,54.584,0.6372,0.0,129.2,10.0
21.714285714285715,63.42857142857143,46.63265714285715,455.3585714285714,11.428571428571429,3.5714285714285716,136.14285714285714,2.3542857142857145,1.4285714285714286,2.857142857142857,1.4285714285714286,0.0,5.714285714285714,0.2857142857142857,0.5714285714285714,0.0,0.0,0.8571428571428571,36.944761904771426,1.4245714285714286,0.0,134.14285714285714,13.0
20.857142857142858,83.71428571428571,47.40322857142856,421.3942857142857,13.714285714285714,3.0,97.57142857142857,2.738571428571429,2.0,3.142857142857143,2.857142857142857,0.0,8.0,0.0,2.0,0.0,0.0,2.0,17.49,0.0,0.0,82.0,49.0
24.0,65.33333333333333,52.842000000000006,464.40000000000003,12.0,3.6666666666666665,133.0,2.4233333333333333,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,34.40833333333333,1.662,0.0,117.66666666666667,34.0
7.333333333333333,30.0,15.315666666666665,431.91333333333336,6.0,2.3333333333333335,120.33333333333333,1.5133333333333334,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,19.6578472222,0.734,0.0,176.0,40.0
53.333333333333336,75.11111111111111,128.31530264444444,405.2155555555556,13.333333333333334,5.222222222222222,162.22222222222223,2.1822222222222223,1.7777777777777777,3.7777777777777777,7.777777777777778,0.0,13.333333333333334,0.2222222222222222,0.8888888888888888,0.0,0.0,1.1111111111111112,58.26481481481111,0.7595555555555555,0.0,110.44444444444444,8.0
16.0,53.0,33.72441285714286,553.6371428571429,9.142857142857142,3.142857142857143,126.0,2.1514285714285717,1.7142857142857142,1.7142857142857142,1.4285714285714286,0.0,4.857142857142857,0.2857142857142857,0.8571428571428571,1.4285714285714286,0.0,2.5714285714285716,27.786215106742855,0.0,8.860591133e-05,132.57142857142858,61.0
10.0,77.5,20.4941193,498.26,14.0,2.5,96.0,2.325,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,15.624375,3.2185,0.0,209.5,194.0
30.0,65.66666666666667,66.62866666666666,548.8666666666667,12.0,4.0,138.66666666666666,2.3066666666666666,2.0,3.3333333333333335,6.666666666666667,0.0,12.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,32.24333333333333,0.9713333333333334,0.0,117.66666666666667,21.0
16.0,30.333333333333332,36.189233333333334,522.2466666666667,6.0,3.0,131.33333333333334,1.6566666666666665,1.6666666666666667,1.0,0.0,0.0,2.6666666666666665,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333,28.530694444433333,2.1456666666666666,0.0,216.0,54.0
20.0,85.25,45.970977399999995,511.3,15.25,2.75,75.25,3.50875,1.875,3.75,2.125,1.75,9.5,0.125,0.75,0.375,0.0,1.25,10.448125,1.4775,0.0744243375,67.5,41.0
58.0,41.25,142.29244232,553.1274999999999,7.0,5.25,157.25,1.52125,1.75,0.0,5.0,8.25,15.0,0.25,0.0,0.0,2.25,2.5,28.390251436775003,0.0,0.0,188.75,42.0
17.0,46.22222222222222,38.68596412444444,493.5199999999999,8.555555555555555,2.888888888888889,118.77777777777777,2.1866666666666665,1.5555555555555556,1.7777777777777777,0.7777777777777778,1.5555555555555556,5.666666666666667,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.0,1.6666666666666667,18.622592592577778,0.0,0.0,132.11111111111111,14.0
39.333333333333336,52.333333333333336,92.25766666666668,535.2733333333334,9.333333333333334,4.666666666666667,153.0,1.5033333333333332,2.0,0.6666666666666666,6.666666666666667,0.0,9.333333333333334,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,33.76833333333334,0.0,0.0,119.0,35.0
52.5,93.25,125.6183525,516.0825,16.5,5.0,139.0,2.5075000000000003,2.0,4.5,10.0,0.0,16.5,0.0,1.5,0.0,0.0,1.5,40.151250000000005,0.7965,0.0,89.5,3.0
13.75,59.25,28.42049232,552.1175,10.75,2.75,105.5,2.4299999999999997,1.75,2.0,2.0,0.0,5.75,0.25,1.0,0.5,0.0,1.75,14.443333333325,0.0,0.148848675,119.5,100.0
22.714285714285715,81.42857142857143,51.779377857142855,506.53714285714284,14.428571428571429,3.142857142857143,97.28571428571429,2.7728571428571427,2.0,3.142857142857143,3.5714285714285716,0.0,8.714285714285714,0.0,2.0,0.7142857142857143,0.0,2.7142857142857144,15.718226600985714,0.0,4.4302955665e-05,85.28571428571429,41.0
7.333333333333333,29.666666666666668,15.632052,550.1949999999999,6.0,2.3333333333333335,116.0,1.7299999999999998,1.5,1.0,0.16666666666666666,0.0,2.6666666666666665,0.5,1.0,1.5,0.0,3.0,16.925416666649998,2.1456666666666666,1.0583333333333333e-06,211.5,93.0
30.666666666666668,65.33333333333333,71.84413666666667,483.62000000000006,6.666666666666667,3.6666666666666665,121.66666666666667,1.9366666666666668,1.6666666666666667,1.6666666666666667,3.3333333333333335,0.0,6.666666666666667,0.3333333333333333,0.3333333333333333,0.0,0.0,0.6666666666666666,34.62,2.9716666666666662,0.0,161.0,53.0
16.0,30.333333333333332,36.945999,531.4449999999999,6.0,3.0,134.16666666666666,1.4033333333333333,1.5,1.0,0.16666666666666666,0.0,2.6666666666666665,0.5,1.0,1.5,0.0,3.0,21.96966269838333,0.5416666666666666,0.0,147.5,57.0
18.8,61.8,39.77028,525.2919999999999,11.2,3.2,112.4,2.0759999999999996,2.0,1.2,4.0,0.0,7.2,0.0,1.2,0.0,0.0,1.2,19.045499999999997,2.5748,0.0,200.2,120.0
8.666666666666666,51.0,18.2912,502.13000000000005,9.0,2.3333333333333335,102.33333333333333,2.3033333333333332,1.6666666666666667,2.0,0.3333333333333333,0.0,4.0,0.3333333333333333,1.0,1.3333333333333333,0.0,2.6666666666666665,12.865277777766666,0.0,3.75555555555e-06,114.66666666666667,110.0
20.4,68.9,45.75298,487.946,12.6,3.1,104.8,2.6550000000000002,2.0,2.8,1.8,0.0,6.6,0.0,1.4,0.2,0.0,1.6,20.817333333329998,0.046400000000000004,0.059539470000000004,89.9,131.0
36.0,85.4,83.96392,502.178,15.2,4.0,120.4,2.5700000000000003,1.8,3.4,4.0,2.8,12.0,0.2,1.4,0.0,0.0,1.6,24.812374999999996,1.4376,0.0,87.0,36.0
69.5,62.75,171.66125,538.715,9.75,5.75,148.75,1.7375,2.0,0.0,7.5,10.5,20.0,0.0,0.0,0.0,0.0,0.0,26.022543103449998,0.0,0.0,187.75,44.0
22.25,70.625,49.2192375,514.44875,12.75,3.25,109.5,2.5774999999999997,1.625,2.375,3.75,0.0,7.75,0.375,1.375,0.0,0.0,1.75,20.5452083333375,0.0,0.0,111.625,50.0
19.0,78.0,41.712134649999996,569.5,14.0,3.0,99.5,2.605,1.75,2.25,2.5,0.0,6.5,0.25,2.25,0.0,0.0,2.5,12.755,0.0,0.0,118.5,154.0
39.666666666666664,71.0,92.76894198333332,585.42,12.666666666666666,4.5,144.83333333333334,2.153333333333333,1.6666666666666667,2.6666666666666665,8.333333333333334,0.0,12.666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,1.6666666666666667,39.295833333333334,0.5326666666666667,0.0,85.0,9.0
29.2,62.6,66.0069048,603.992,11.2,4.0,134.6,1.714,2.0,1.2,4.0,0.0,7.2,0.0,1.2,0.0,0.0,1.2,27.330095238080002,0.65,0.0,124.2,55.0
31.0,54.75,73.10835,589.515,9.0,3.75,134.75,2.2424999999999997,1.75,2.0,0.25,3.5,7.5,0.25,1.0,2.25,0.0,3.5,34.449374999999996,0.0,0.000561775,111.75,93.0
54.0,75.25,129.90472,588.3875,13.5,5.25,156.0,2.27,2.0,3.75,7.75,0.0,13.5,0.0,0.75,2.25,0.0,3.0,41.485625000000006,0.7965,0.0,96.5,6.0
28.4,67.8,67.70884,569.034,12.4,3.4,109.0,2.664,1.8,2.4,2.2,0.0,6.4,0.2,1.2,1.8,0.0,3.2,16.579500000000003,0.0,0.0,97.2,164.0
12.0,73.625,25.0045,634.875,11.25,2.625,98.875,2.69875,2.0,2.5,0.5,0.0,5.0,0.0,1.25,2.0,0.0,3.25,12.724375000000002,0.0,5.633333333325e-06,80.25,162.0
46.25,60.5,111.7994775,579.1825,10.5,4.75,140.5,1.7025,2.0,0.75,7.75,0.75,11.25,0.0,3.75,2.25,2.75,8.75,19.149375,0.0,0.0,63.75,85.0
34.25,67.25,82.737549,589.975,12.0,4.0,129.25,1.9875,2.0,2.25,0.25,0.75,5.25,0.0,2.25,2.25,2.75,7.25,21.933928571400003,1.21875,0.0,17.25,95.0
21.0,84.0,44.81733333333333,566.99,15.0,3.3333333333333335,112.0,2.74,1.6666666666666667,3.3333333333333335,3.3333333333333335,0.0,8.333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,20.021666666666665,1.662,0.0,117.66666666666667,7.0
36.0,70.33333333333333,83.0945111111111,619.3177777777778,12.444444444444445,4.222222222222222,141.11111111111111,2.4,1.7777777777777777,3.3333333333333335,7.333333333333333,1.5555555555555556,14.0,0.2222222222222222,0.6666666666666666,0.4444444444444444,0.0,1.3333333333333333,37.464814814822226,0.9713333333333334,0.0,115.11111111111111,13.0
27.333333333333332,51.666666666666664,59.84133333333333,573.6066666666667,9.333333333333334,4.0,140.0,1.54,2.0,0.6666666666666666,6.666666666666667,0.0,9.333333333333334,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,25.161666666666672,0.0,0.0,117.66666666666667,47.0
13.333333333333334,50.666666666666664,28.828799999999998,622.0866666666667,9.333333333333334,2.6666666666666665,108.66666666666667,2.106666666666667,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,12.2561111111,0.0,0.0,155.33333333333334,72.0
14.333333333333334,77.33333333333333,30.310665,625.8666666666667,13.666666666666666,2.6666666666666665,86.0,2.92,2.0,2.6666666666666665,2.3333333333333335,0.0,7.0,0.0,1.3333333333333333,1.0,0.0,2.3333333333333335,9.485,0.0,0.5161570666666667,72.66666666666667,83.0
12.375,80.5,26.609302,586.0375,13.875,2.5,82.125,3.3249999999999997,2.0,3.625,0.75,0.0,6.375,0.0,0.875,1.75,0.0,2.625,10.4578125,1.23125,0.0,68.125,21.0
10.0,73.6,20.185679999999998,579.02,7.2,2.6,113.0,2.002,2.0,1.2,0.0,0.0,3.2,0.0,1.2,0.0,0.0,1.2,19.6415,2.5748,0.0,194.0,110.0
46.0,79.2,110.330812,617.24,14.2,4.6,137.2,2.628,2.0,4.0,8.4,0.0,14.4,0.0,0.8,1.6,0.0,2.4,30.058,1.1656,0.0,96.2,21.0
30.5,80.75,70.33145,612.7,13.5,3.75,123.25,2.6875,2.0,3.75,0.25,3.5,9.5,0.0,0.75,2.25,0.0,3.0,25.589374999999997,1.8697499999999998,0.000561775,96.5,5.0
27.0,48.0,60.5334425,576.5625,9.0,4.0,155.0,1.77,1.75,2.0,0.25,0.0,4.0,0.25,1.0,2.25,0.0,3.5,40.394479166675,1.101,0.0,140.75,37.0
20.4,62.6,46.638439999999996,621.08,10.8,3.2,114.6,2.55,2.0,2.4,0.4,0.0,4.8,0.0,1.2,1.6,0.0,2.8,21.519,0.0,4.50666666666e-06,91.8,97.0
19.0,22.25,43.1675,631.865,4.5,3.25,142.75,1.23,1.5,0.5,2.5,0.0,4.5,0.5,1.0,0.0,0.0,1.5,26.06041666665,0.0,0.0,206.0,21.0
17.333333333333332,78.5,37.976933333333335,593.1,13.666666666666666,2.8333333333333335,93.16666666666667,2.85,2.0,3.0,2.0,0.0,7.0,0.0,2.0,1.3333333333333333,0.0,3.3333333333333335,13.770000000000001,0.06383333333333334,0.0,77.83333333333333,202.0
55.142857142857146,83.0,134.37514285714286,569.2085714285714,14.571428571428571,5.142857142857143,138.28571428571428,1.9942857142857144,2.0,2.5714285714285716,10.0,2.0,16.571428571428573,0.0,2.5714285714285716,0.0,0.0,2.5714285714285716,30.401559934299996,0.2651428571428572,0.0,150.28571428571428,20.0
