,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,195.45972755541203,-0.08438898,-0.08343165999999999,-0.08226419,-0.08019211,-0.07888824,-0.07738943,-0.07536986999999999,-0.07062012000000001,-0.07068625,-0.06827894,-0.06511908,-0.06279914,-0.05916366
1,189.2915453304286,-0.0844029,-0.08306353,-0.08204561,-0.07929375,-0.0769765,-0.07680523,-0.07459210999999999,-0.07007025,-0.06888849,-0.06777404000000001,-0.0645683,-0.061018180000000005,-0.0589452
2,183.11588445444025,-0.08339484999999999,-0.08185632999999999,-0.07994957,-0.08008962,-0.07650499,-0.07587189,-0.07398874999999999,-0.06903212,-0.06913224,-0.06668357999999999,-0.06507151,-0.059749079999999996,-0.058063960000000005
3,176.93298891939247,-0.0831782,-0.08150113,-0.07893191,-0.07927374000000001,-0.07635904,-0.07547497,-0.07291891,-0.07022194,-0.06786099,-0.06484341,-0.06349369,-0.05955457,-0.05782539
4,170.74310300306234,-0.08257882999999999,-0.08135624999999999,-0.07861694,-0.07980785,-0.07471279,-0.07584613,-0.07216849,-0.07024821,-0.06752195,-0.06534067,-0.06159378,-0.05927861,-0.05638416
5,164.5464712594073,-0.08332647,-0.08103075,-0.07908338000000001,-0.07883147,-0.07363609,-0.07439307,-0.07361023,-0.06911226,-0.06681389,-0.06457104,-0.06062204,-0.05709409,-0.05547448
6,158.34333850890334,-0.08260892,-0.07991131,-0.07847975,-0.07822298999999999,-0.07426273,-0.07307758,-0.07264143,-0.0689048,-0.06646363000000001,-0.06282723,-0.061185920000000005,-0.05661645,-0.054837630000000005
7,152.13394982887223,-0.08310556,-0.08143852,-0.07687014,-0.07749864000000001,-0.07331261,-0.0730241,-0.07215952,-0.06883774,-0.06538253999999999,-0.06137081999999999,-0.06095004,-0.05563517999999999,-0.05105029999999999
8,145.91855054379914,-0.08256174,-0.08081622,-0.07751205,-0.07635446,-0.0736832,-0.07251488,-0.07166713999999999,-0.06833868,-0.06398335000000001,-0.059740379999999996,-0.06063732,-0.054649619999999996,-0.050621150000000004
9,139.69738621564,-0.08134583,-0.08144219999999999,-0.07679032999999999,-0.0758687,-0.07434388,-0.0717247,-0.07068044000000001,-0.06753834,-0.062089870000000005,-0.06082333000000001,-0.05843066,-0.05509684,-0.05002715
10,133.47070263411962,-0.08095238,-0.07914215,-0.07731334000000001,-0.07648566000000001,-0.0730385,-0.07220828,-0.07029824,-0.06620271,-0.06293972,-0.06043485,-0.0574049,-0.05280009,-0.04889151
11,127.23874580702113,-0.08130665,-0.07978763,-0.07697166,-0.07542101,-0.07374926000000001,-0.07136942,-0.06838975,-0.06545023,-0.06229609,-0.06123128,-0.056713379999999994,-0.05025233,-0.04703753
12,121.00176195046643,-0.08127348000000001,-0.07896085,-0.07753671000000001,-0.07546758,-0.07282527999999999,-0.07127465,-0.06684929,-0.06538672000000001,-0.06160937,-0.0593119,-0.05621524,-0.04818401,-0.04776149
13,114.75999747918837,-0.08090268,-0.07834665,-0.07647351,-0.07582995000000001,-0.07281067,-0.07051621,-0.06579629,-0.06430332,-0.060344850000000005,-0.05685186,-0.05669952,-0.04858959,-0.04776865
14,108.51369899679547,-0.08096497,-0.07819583999999999,-0.07557045,-0.07537927,-0.07257446,-0.06955659,-0.06479503,-0.06336325000000001,-0.06069442,-0.05618504,-0.05780904,-0.04668008,-0.047078999999999996
15,102.26311328602881,-0.07953995999999999,-0.07814414,-0.07485168,-0.07503604,-0.07309228,-0.06948881999999999,-0.06447653,-0.06276831,-0.06012559,-0.053893830000000004,-0.05629274000000001,-0.04514811,-0.04434098
16,96.00848729901207,-0.07968923,-0.0773023,-0.07462056,-0.07489515,-0.07197295,-0.07004818,-0.06473227000000001,-0.06209726,-0.05835535,-0.054382849999999996,-0.05581139,-0.044769329999999996,-0.0410052
17,89.75006814749466,-0.07927087000000001,-0.07598681,-0.07530126,-0.07434322,-0.07146928999999999,-0.06946393,-0.06330769,-0.0630151,-0.060081869999999996,-0.05240565,-0.05361849,-0.04510578,-0.038170880000000004
18,83.4881030930888,-0.07859294,-0.07452411,-0.07547915,-0.07178245999999999,-0.07147053,-0.06875486,-0.06022005,-0.06285878,-0.06022636,-0.05091362,-0.05115099000000001,-0.04319242,-0.03626437
