,0,1,2,3,4,5,6,7,8,9,10,11,12,13
19,77.22283953750052,-0.07823931,-0.07305752,-0.07366389,-0.07080388,-0.06936795999999999,-0.06851148,-0.05894013,-0.05987151,-0.05723591,-0.04821819,-0.04945281,-0.04229195,-0.03629003
20,70.95452501275508,-0.07851538,-0.07403917,-0.07224298000000001,-0.07182193,-0.06957822999999999,-0.06654760000000001,-0.0586657,-0.057088780000000006,-0.05499856,-0.04654003,-0.04749844,-0.04161846,-0.03697881
21,64.68340717141743,-0.0783423,-0.0751023,-0.0724085,-0.07086267,-0.06912799,-0.06479130999999999,-0.058089489999999994,-0.05719344,-0.05359618000000001,-0.046367969999999994,-0.045502419999999995,-0.03957543,-0.03593569
22,58.40973377680772,-0.07674897,-0.07437174,-0.07248266,-0.0708159,-0.06771176,-0.06393936,-0.057692839999999995,-0.05677989,-0.05134567,-0.04674763,-0.04395541,-0.03733216,-0.03315129
23,52.13375269321249,-0.07658835,-0.07554105,-0.072329,-0.06945933,-0.06683092,-0.06369204,-0.056986180000000004,-0.05630697999999999,-0.05063995,-0.04507646,-0.04332208,-0.03458663,-0.031159100000000002
24,45.85571187609198,-0.07843762,-0.074214,-0.07166423999999999,-0.0679362,-0.0649,-0.06227216000000001,-0.05792474,-0.05448717,-0.04871422,-0.04165121,-0.04109962,-0.03155983,-0.03033388
25,39.575859362283666,-0.07737326,-0.07375879,-0.07065505999999999,-0.06684287,-0.06583286,-0.06001115,-0.057189,-0.05301873,-0.047339980000000004,-0.03964033,-0.04005973,-0.02972072,-0.028476780000000004
26,33.294443260202705,-0.07592992,-0.07257459,-0.07055043,-0.06538091,-0.06360847,-0.06026213,-0.05633251,-0.051889160000000004,-0.044795180000000004,-0.03752011,-0.03591322,-0.027081710000000002,-0.025847949999999998
27,27.011711740039473,-0.07625516,-0.07251398,-0.07004228,-0.06457535,-0.06227902,-0.05922132000000001,-0.056693900000000005,-0.04888344,-0.04183912,-0.035762970000000005,-0.03278954,-0.025958550000000004,-0.02399314
28,20.727913023954756,-0.07555155,-0.07212231,-0.07026286000000001,-0.06316908,-0.0604255,-0.057961200000000004,-0.0548979,-0.04754266,-0.04091313,-0.03424701,-0.03209068,-0.02609285,-0.02219368
29,14.44329537627277,-0.07412753999999999,-0.07227237,-0.06804996,-0.06346887,-0.05969855,-0.05819332000000001,-0.05344981,-0.046829869999999996,-0.0392126,-0.03496075,-0.02896228,-0.024595699999999998,-0.02019097
30,8.158107093672609,-0.07367957,-0.07011173,-0.06537762999999999,-0.06313766,-0.05924712,-0.05689970999999999,-0.05093588,-0.045183179999999996,-0.03635203,-0.03210096,-0.02700421,-0.022548219999999997,-0.01870403
31,1.8725964953783811,-0.07261147,-0.07047898,-0.06458122,-0.06206669000000001,-0.05676155,-0.05357307,-0.04656626999999999,-0.04408742,-0.03627278,-0.030413960000000004,-0.024337650000000002,-0.01913532,-0.01615241
32,-4.412988086651558,-0.07208104,-0.06942344,-0.0644257,-0.06191592,-0.0550455,-0.049484379999999994,-0.04587041,-0.04283237,-0.03466503,-0.027782490000000003,-0.020752549999999998,-0.01724281,-0.011578249999999998
33,-10.698398317535851,-0.07220308,-0.0694416,-0.06488355,-0.06149641,-0.053272200000000006,-0.0487496,-0.044385140000000003,-0.040630799999999995,-0.030899290000000003,-0.02550567,-0.01733577,-0.01641583,-0.008463670000000001
34,-16.98338586928153,-0.07324022,-0.06906221,-0.06478001,-0.060627530000000006,-0.05301111,-0.04675752,-0.04289221,-0.03596318,-0.02910675,-0.022990289999999997,-0.013248919999999999,-0.012352479999999999,-0.0058103700000000005
35,-23.26770243059508,-0.07159519,-0.06906646,-0.06303189000000001,-0.06127450000000001,-0.05029539,-0.042218309999999995,-0.04027827,-0.03290568,-0.02626183,-0.020364880000000002,-0.01017187,-0.008822169999999999,-0.00300543
36,-29.55109971669292,-0.0709565,-0.06916994,-0.060661320000000005,-0.060716679999999995,-0.04848307,-0.04023968,-0.03819039,-0.03003663,-0.02341524,-0.01805811,-0.00788088,-0.0062054499999999995,0.00075954
37,-35.83332947911078,-0.06958913,-0.0682095,-0.05870623,-0.05758334,-0.047823859999999996,-0.037314400000000005,-0.03645324,-0.027943750000000003,-0.01952168,-0.0138067,-0.00389836,-0.00426498,0.0036539599999999995
38,-42.114143515511664,-0.06792608,-0.06674240000000001,-0.058436590000000004,-0.0549052,-0.04655749000000001,-0.034095219999999996,-0.0321772,-0.023497880000000002,-0.01568377,-0.00995536,-0.00198789,-0.00261939,0.00490774
39,-48.39329367949196,-0.06638226,-0.06473284,-0.05693463,-0.050560020000000004,-0.04364498,-0.03219838,-0.027954859999999998,-0.01924247,-0.010596,-0.006591519999999999,0.00121403,-0.0007187000000000001,0.00749388
